@relation project

@attribute project {true, false}
@attribute conditionID real
@attribute messageID real
@attribute subjectID real
@attribute partnerNumber real
@attribute Lexical_Diversity real
@attribute Emotiveness real
@attribute Pausality real
@attribute Word_Quantity real
@attribute Verb_Quantity real
@attribute Modifier_Quantity real
@attribute Sentence_Quantity real
@attribute passive_verb_ratio real
@attribute modal_verb_ratio real
@attribute Affect_Ratio real
@attribute Sensory_Ratio real
@attribute Temporal_Immediate_Ratio real
@attribute Temporal_NonImmediate_Ratio real
@attribute Spatial_Far_Ratio real
@attribute Spatial_Close_Ratio real
@attribute Average_Sentence_Length real
@attribute Average_Word_Length real
@attribute Content_Word_Diversity real
@attribute Redundancy real
@attribute Misspelled_Words real
@attribute You_References real
@attribute Self_References real
@attribute Group_References real
@attribute Other_References real
@attribute Pleasantness real
@attribute Activation real
@attribute Imagery real
@attribute Pos_Pleasantness_1dev real
@attribute Pos_Activation_1dev real
@attribute Pos_Imagery_1dev real
@attribute Pos_Pleasantness_2dev real
@attribute Pos_Activation_2dev real
@attribute Pos_Imagery_2dev real
@attribute Neg_Pleasantness_1dev real
@attribute Neg_Activation_1dev real
@attribute Neg_Imagery_1dev real
@attribute Neg_Pleasantness_2dev real
@attribute Neg_Activation_2dev real
@attribute Neg_Imagery_2dev real

@data
true,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,18,6,0,3,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,6.0,3.888888888888889,1.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.7466555555555554,1.5324666666666664,1.3555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,1.7273,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2,0,0,1,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.6,1.0,22,3,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.090909090909091,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.7793200000000002,1.8299599999999998,1.6800000000000002,0.1,0.2,0.2,0.0,0.1,0.0,0.2,0.3,0.4,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,2,0,0,3,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.0,NaN,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.6,2.1111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,4.0,24,3,0,2,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,12.0,3.8333333333333335,1.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.9434500000000003,1.6142124999999996,1.2999999999999998,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.625,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2,0,0,2,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,6,0,0,2,NaN,NaN,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7357,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,1.0,1.0,10,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8283666666666667,1.4935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.4411764705882353,0.1875,1.0,34,3,3,2,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,17.0,3.588235294117647,0.9,7.0,0.1,0.0,0.23529411764705882,0.0,0.0,1.6202428571428569,1.6825142857142856,1.342857142857143,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.0,14,0,0,1,NaN,NaN,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,14.0,5.285714285714286,1.0,2.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4,0,0,1,NaN,NaN,0.0,0.5,0.0,0.0,0.0,0.0,4.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2625,1.72915,2.7,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.4523809523809524,0.0,1.0,42,6,0,6,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,7.0,4.095238095238095,1.0,3.6666666666666665,0.0,0.09523809523809523,0.19047619047619047,0.0,0.0,1.8523500000000004,1.5641874999999998,1.325,0.1875,0.125,0.0625,0.0625,0.0,0.0,0.125,0.5,0.625,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.4230769230769231,0.5,4.0,52,11,10,1,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,52.0,3.769230769230769,0.9333333333333333,22.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,1.8511812499999996,1.63810625,1.3875,0.1875,0.0625,0.0,0.0,0.0,0.0,0.125,0.3125,0.5625,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,10,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,0.0,0.4,0.0,0.0,2.1666666666666665,1.9365333333333332,1.4000000000000001,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.46551724137931033,0.10526315789473684,2.0,58,18,4,3,0.0,0.1111111111111111,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,19.333333333333332,4.0,0.9,6.0,0.06896551724137931,0.0,0.06896551724137931,0.0,0.0,1.880432,1.616708,1.6720000000000002,0.16,0.08,0.28,0.0,0.04,0.0,0.04,0.44,0.52,0.0,0.04,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,14,4,0,2,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,7.0,3.2857142857142856,1.0,4.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.0820166666666666,1.8393500000000005,1.7,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8,0,0,1,NaN,NaN,0.0,0.25,0.0,0.0,0.0,0.0,8.0,3.5,1.0,4.0,0.0,0.5,0.0,0.0,0.0,1.6875,1.45835,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.0,18,2,0,1,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,18.0,4.888888888888889,1.0,2.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.47368421052631576,0.23529411764705882,2.5,38,7,4,4,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,9.5,3.9473684210526314,0.9090909090909091,4.0,0.0,0.0,0.10526315789473684,0.0,0.0,1.9196615384615385,1.9355615384615388,1.4000000000000001,0.23076923076923078,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.6153846153846154,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.2,2.0,8,0,2,4,NaN,NaN,0.0,0.25,0.0,0.0,0.0,0.0,2.0,4.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.4230769230769231,0.5,1.0,26,6,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,6.5,3.3846153846153846,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,1.8860666666666666,1.5697555555555558,1.2222222222222223,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,0.8888888888888888,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.25,1.0,2.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,26,4,0,2,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,13.0,4.538461538461538,1.0,4.0,0.0,0.0,0.15384615384615385,0.0,0.0,1.81388,2.0194400000000003,1.28,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.2222222222222222,1.25,32,4,4,8,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0,4.0,3.375,1.0,1.25,0.0625,0.0,0.125,0.0,0.0,2.031636363636364,1.6298363636363637,1.5454545454545459,0.36363636363636365,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.36363636363636365,0.5454545454545454,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2,0,0,2,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,4.0,2,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,1.7273,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.4722222222222222,0.2857142857142857,3.0,36,7,4,2,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.05555555555555555,18.0,3.388888888888889,1.0,10.0,0.11764705882352941,0.0,0.1111111111111111,0.0,0.0,1.774646666666667,1.8311000000000002,1.6533333333333333,0.13333333333333333,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,12,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6957,1.5816999999999999,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.666666666666667,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.7222333333333335,1.7197000000000002,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,1.7273,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,14,0,4,1,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.5714285714285716,1.0,4.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,1.7993666666666668,1.7242333333333333,1.633333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,1.0,18,1,0,2,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,9.0,3.4444444444444446,1.0,5.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.9594777777777779,1.7031777777777775,1.5555555555555556,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.35,0.375,1.6666666666666667,60,12,12,6,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,10.0,3.966666666666667,0.6818181818181818,2.6666666666666665,0.0,0.0,0.13333333333333333,0.0,0.0,1.8678777777777777,1.8002888888888888,1.5555555555555558,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111,0.0,0.16666666666666666,0.2777777777777778,0.5,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.4473684210526316,0.21052631578947367,2.0,38,8,4,2,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,19.0,3.473684210526316,1.0,8.0,0.1111111111111111,0.0,0.21052631578947367,0.0,0.0,1.8506153846153846,1.6742615384615382,1.4615384615384615,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.4032258064516129,0.6923076923076923,1.0,62,9,18,2,0.0,0.2222222222222222,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,31.0,4.387096774193548,0.9090909090909091,9.0,0.0,0.0,0.0,0.0,0.0,1.9544560000000002,1.6701479999999993,1.3680000000000003,0.2,0.04,0.0,0.04,0.0,0.0,0.0,0.24,0.64,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.45,0.2,1.0,20,6,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.9024,1.70774,1.4400000000000002,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.3,0.5,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,2.0,34,6,0,3,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,11.333333333333334,3.588235294117647,1.0,4.666666666666667,0.11764705882352941,0.0,0.0,0.0,0.0,1.9257333333333335,1.7599466666666668,1.5466666666666669,0.2,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.4,0.0,0.0,0.0
true,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.25,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0986000000000002,1.7833249999999998,1.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0
